city,country,id,latitude,longitude,state
Ergolding,Deutschland,156210.0,48.56058,12.157868,Bayern
Siegsdorf,Deutschland,820473.0,47.82176,12.64572,Bayern
Friesoythe,Deutschland,2204752.0,52.960777,7.920337,Niedersachsen
Deutenhofen,Deutschland,1165690.0,48.291132,11.47122,Bayern
Löffelsterz,Deutschland,1463360.0,50.094817,10.363592,Bayern
Duderstadt,Deutschland,1167867.0,51.494908,10.252061,Niedersachsen
Marpingen,Deutschland,2173353.0,49.47243,7.07024,Saarland
Unterschleißheim,Deutschland,2206146.0,48.272944,11.5675,Bayern
Vereinbarte Verwaltungsgemeinschaft der Stadt Nürtingen,Deutschland,291482.0,48.642937,9.330559,Baden-Württemberg
Essen,Deutschland,2190652.0,51.443269,7.033841,Nordrhein-Westfalen
Friesoythe,Deutschland,325944.0,52.961558,7.923801,Niedersachsen
Tönisvorst,Deutschland,1764945.0,51.326018,6.500362,Nordrhein-Westfalen
Norderstedt,Deutschland,1927741.0,53.65655,9.982581,Schleswig-Holstein
Heider Umland,Deutschland,1190793.0,54.165147,9.088894,Schleswig-Holstein
Münster,Deutschland,631302.0,51.929179,7.591481,Nordrhein-Westfalen
Nord-Rügen,Deutschland,1526276.0,54.5787,13.6263,Mecklenburg-Vorpommern
Böblingen,Deutschland,1445534.0,48.694144,9.012277,Baden-Württemberg
Werther (Westf.),Deutschland,2104464.0,52.071265,8.41375,Nordrhein-Westfalen
Darmstadt,Deutschland,823916.0,49.8586,8.62206,Hessen
Dingolfing,Deutschland,678606.0,48.646115,12.48148,Bayern
Wildau,Deutschland,1213332.0,52.316448,13.602699,Brandenburg
Vogtsburg im Kaiserstuhl,Deutschland,841827.0,48.066531,7.621744,Baden-Württemberg
Erkrath,Deutschland,2398047.0,51.226321,6.921627,Nordrhein-Westfalen
Stadtlohn,Deutschland,2020989.0,51.983527,6.910966,Nordrhein-Westfalen
Haßfurt,Deutschland,2199678.0,50.026363,10.550631,Bayern
Verwaltungsgemeinschaft Rottenburg am Neckar,Deutschland,155754.0,48.495267,8.813754,Baden-Württemberg
Luckau,Deutschland,836475.0,51.853221,13.717314,Brandenburg
Malchin am Kummerower See,Deutschland,691857.0,53.698093,12.745442,Mecklenburg-Vorpommern
Paderborn,Deutschland,773915.0,51.718978,8.757367,Nordrhein-Westfalen
Leipzig,Deutschland,1196040.0,51.337629,12.384451,Sachsen
Gerolstein,Deutschland,592677.0,50.36013,6.418522,Rheinland-Pfalz
Brühl,Deutschland,1239188.0,50.827069,6.89737,Nordrhein-Westfalen
Kirchlengern,Deutschland,2221531.0,52.20762,8.65131,Nordrhein-Westfalen
Wolfsburg,Deutschland,416864.0,52.434201,10.78156,Niedersachsen
Vereinbarte Verwaltungsgemeinschaft Rastatt,Deutschland,678453.0,48.867275,8.185957,Baden-Württemberg
Coburg,Deutschland,1194864.0,50.27225,10.981933,Bayern
Freiberg,Deutschland,684777.0,50.908212,13.363178,Sachsen
Reichertsried,Deutschland,2027749.0,48.900142,13.181756,Bayern
Ketzin,Deutschland,1110696.0,52.476758,12.846858,Brandenburg
Harztor,Deutschland,2402063.0,51.559241,10.833604,Thüringen
Verwaltungsverband Eriskirch-Kressbronn am Bodensee-Langenargen,Deutschland,2471105.0,47.60221,9.589697,Baden-Württemberg
Hamburg,Deutschland,1770931.0,53.55312,9.95837,Hamburg
Darmstadt,Deutschland,1488404.0,49.875315,8.625377,Hessen
Brunnthal,Deutschland,1543476.0,48.005913,11.693402,Bayern
Samtgemeinde Hanstedt,Deutschland,867708.0,53.1623,10.06206,Niedersachsen
Breitengüßbach,Deutschland,514205.0,49.973246,10.873682,Bayern
Niederkrüchten,Deutschland,1921664.0,51.212828,6.136621,Nordrhein-Westfalen
Ampermoching,Deutschland,795861.0,48.303537,11.494997,Bayern
Hamburg,Deutschland,866110.0,53.61646,10.1139,Hamburg
Gemarkung Remscheid,Deutschland,1264123.0,51.180873,7.184176,Nordrhein-Westfalen
Verwaltungsgemeinschaft Tettnang,Deutschland,1212283.0,47.670714,9.587873,Baden-Württemberg
Sontheim im Stubental,Deutschland,546285.0,48.677367,10.069103,Baden-Württemberg
Datteln,Deutschland,207508.0,51.622362,7.324551,Nordrhein-Westfalen
Schwarzenberg/Erzgebirge,Deutschland,2161259.0,50.54671,12.78859,Sachsen
Eichstätt,Deutschland,195902.0,48.877347,11.209986,Bayern
Bedburg,Deutschland,2043804.0,50.99505,6.576158,Nordrhein-Westfalen
Moers,Deutschland,78164.0,51.461843,6.614556,Nordrhein-Westfalen
Büsum-Wesselburen,Deutschland,1921753.0,54.132155,8.859052,Schleswig-Holstein
Kelberg,Deutschland,2129130.0,50.28599,6.91836,Rheinland-Pfalz
Meppen,Deutschland,2387867.0,52.692727,7.289618,Niedersachsen
Ribnitz-Damgarten,Deutschland,291014.0,54.245417,12.429385,Mecklenburg-Vorpommern
Griesheim,Deutschland,2040000.0,49.864935,8.589571,Hessen
Oed,Deutschland,116136.0,49.025734,13.003578,Bayern
Langenlonsheim-Stromberg,Deutschland,862647.0,49.947201,7.788574,Rheinland-Pfalz
Düsseldorf,Deutschland,1466620.0,51.253522,6.759935,Nordrhein-Westfalen
Wonnegau,Deutschland,1557745.0,49.698305,8.203469,Rheinland-Pfalz
Radevormwald,Deutschland,1518945.0,51.204183,7.357776,Nordrhein-Westfalen
Kirchheimbolanden,Deutschland,1163684.0,49.661061,8.002202,Rheinland-Pfalz
Geratal,Deutschland,1561311.0,50.750605,10.818475,Thüringen
Karlsruhe,Deutschland,475592.0,49.011866,8.399363,Baden-Württemberg
Velen,Deutschland,2173432.0,51.883935,6.92102,Nordrhein-Westfalen
Berlin,Deutschland,913030.0,52.539392,13.356203,Berlin
Bremen,Deutschland,2223695.0,53.107581,8.882752,Bremen
Trier,Deutschland,87900.0,49.775548,6.678969,Rheinland-Pfalz
Osterode am Harz,Deutschland,373960.0,51.7261,10.24726,Niedersachsen
Stuttgart,Deutschland,1578306.0,48.782283,9.246719,Baden-Württemberg
Issum,Deutschland,1211372.0,51.535322,6.428735,Nordrhein-Westfalen
Hannover,Deutschland,1378171.0,52.345127,9.715764,Niedersachsen
Stuttgart,Deutschland,1213746.0,48.741008,9.099609,Baden-Württemberg
Landau in der Pfalz,Deutschland,9623.0,49.190379,8.138685,Rheinland-Pfalz
Lingenfeld,Deutschland,722105.0,49.272275,8.338585,Rheinland-Pfalz
Plauen,Deutschland,495893.0,50.466745,12.184971,Sachsen
Bonn,Deutschland,79206.0,50.70846,7.12709,Nordrhein-Westfalen
Hohe Börde,Deutschland,2392321.0,52.173933,11.495112,Sachsen-Anhalt
Dingolfing,Deutschland,623533.0,48.64966,12.470919,Bayern
Büsum-Wesselburen,Deutschland,2479381.0,54.175073,8.936176,Schleswig-Holstein
Bielefeld,Deutschland,2334861.0,52.039039,8.595272,Nordrhein-Westfalen
Verwaltungsgemeinschaft Rheinfelden (Baden),Deutschland,694016.0,47.56637,7.785153,Baden-Württemberg
Sankt Englmar,Deutschland,195254.0,49.01055,12.79791,Bayern
Tüschnitz,Deutschland,2565870.0,50.19183,11.276142,Bayern
Verwaltungsverband Neckargemünd,Deutschland,178984.0,49.349492,8.768603,Baden-Württemberg
Kassel,Deutschland,1557964.0,51.30645,9.396049,Hessen
Amt Kellinghusen,Deutschland,1242016.0,53.947436,9.718107,Schleswig-Holstein
Kronach,Deutschland,2123889.0,50.241975,11.322292,Bayern
Würzburg,Deutschland,743331.0,49.776438,9.939575,Bayern
Wadgassen,Deutschland,1188893.0,49.251771,6.817627,Saarland
Wörth a.d.Isar (VGem),Deutschland,1481723.0,48.62006,12.33217,Bayern
Hamburg,Deutschland,1233888.0,53.58543,10.123031,Hamburg
Kassel,Deutschland,2501920.0,51.3074,9.4474,Hessen
Radebeul,Deutschland,1544018.0,51.105487,13.663822,Sachsen
Holzwickede,Deutschland,1508879.0,51.49923,7.61937,Nordrhein-Westfalen
Moers,Deutschland,277276.0,51.481493,6.617027,Nordrhein-Westfalen
Aichwald,Deutschland,1541209.0,48.73884,9.306632,Baden-Württemberg
Unterschleißheim,Deutschland,246310.0,48.283057,11.567376,Bayern
Freisen,Deutschland,1950038.0,49.550708,7.240268,Saarland
Verwaltungsgemeinschaft Bonndorf im Schwarzwald,Deutschland,2593678.0,47.817693,8.340743,Baden-Württemberg
Wackersdorf,Deutschland,2212814.0,49.31062,12.15965,Bayern
Oberhausen,Deutschland,271392.0,51.494589,6.82934,Nordrhein-Westfalen
Renningen,Deutschland,875110.0,48.787424,8.922311,Baden-Württemberg
Berlin,Deutschland,2601979.0,52.484466,13.585993,Berlin
Offenbach am Main,Deutschland,704154.0,50.10495,8.735611,Hessen
Gemarkung Remscheid,Deutschland,220566.0,51.178589,7.21774,Nordrhein-Westfalen
Hof,Deutschland,1907408.0,50.285811,11.922895,Bayern
Leipzig,Deutschland,1368548.0,51.411499,12.437551,Sachsen
Gemeindeverwaltungsverband Bönnigheim,Deutschland,1886570.0,49.03178,9.14336,Baden-Württemberg
Gemeindeverwaltungsverband Oberes Filstal,Deutschland,1586224.0,48.605968,9.631763,Baden-Württemberg
Falkensee,Deutschland,319178.0,52.553442,13.106986,Brandenburg
Hofheim am Taunus,Deutschland,2469128.0,50.091541,8.458212,Hessen
Lehrte,Deutschland,593305.0,52.386537,9.998724,Niedersachsen
Sontheim,Deutschland,1964753.0,48.012061,10.341144,Bayern
Marlow,Deutschland,2050826.0,54.150607,12.422495,Mecklenburg-Vorpommern
Hövelhof,Deutschland,387034.0,51.836914,8.646701,Nordrhein-Westfalen
Sindelfingen,Deutschland,1609411.0,48.69217,8.977031,Baden-Württemberg
Mettmann,Deutschland,1591400.0,51.250853,6.987069,Nordrhein-Westfalen
Bad Emstal,Deutschland,601091.0,51.25012,9.25052,Hessen
Uetersen,Deutschland,2200558.0,53.68344,9.65773,Schleswig-Holstein
Papenburg,Deutschland,1368174.0,53.079005,7.387773,Niedersachsen
Berlin,Deutschland,2495633.0,52.558818,13.49296,Berlin
,,1922587.0,0.0,0.0,
Bad Bramstedt,Deutschland,1601149.0,53.917019,9.882755,Schleswig-Holstein
Stuttgart,Deutschland,753797.0,48.725054,9.122179,Baden-Württemberg
Saarburg-Kell,Deutschland,522301.0,49.63434,6.785887,Rheinland-Pfalz
Detmold,Deutschland,2082010.0,51.929538,8.886029,Nordrhein-Westfalen
Samtgemeinde Lengerich,Deutschland,2214229.0,52.599452,7.409186,Niedersachsen
Berlin,Deutschland,1061537.0,52.508928,13.441937,Berlin
Eckernförde,Deutschland,2243472.0,54.463754,9.840495,Schleswig-Holstein
Hohenhameln,Deutschland,1357454.0,52.259056,10.065917,Niedersachsen
Grevesmühlen,Deutschland,376244.0,53.859341,11.202324,Mecklenburg-Vorpommern
Hamburg,Deutschland,368256.0,53.561146,10.014012,Hamburg
Marktoberdorf,Deutschland,603656.0,47.779737,10.616643,Bayern
Donauwörth,Deutschland,1189355.0,48.712293,10.761634,Bayern
Neumarkt in der Oberpfalz,Deutschland,1420537.0,49.30004,11.459368,Bayern
Willich,Deutschland,2377948.0,51.270546,6.511499,Nordrhein-Westfalen
Wiesmoor,Deutschland,2571455.0,53.39487,7.70292,Niedersachsen
Verden (Aller),Deutschland,565086.0,52.923757,9.257316,Niedersachsen
Lüneburg,Deutschland,1707609.0,53.226198,10.399794,Niedersachsen
München,Deutschland,1422345.0,48.182359,11.557805,Bayern
Grafenau,Deutschland,2012290.0,48.860183,13.390671,Bayern
Aachen,Deutschland,135008.0,50.782247,6.124751,Nordrhein-Westfalen
Kassel,Deutschland,583561.0,51.321077,9.518043,Hessen
Ludwigsburg,Deutschland,694458.0,48.894107,9.179171,Baden-Württemberg
Rotenburg an der Fulda,Deutschland,1238023.0,50.996667,9.726055,Hessen
Filderstadt,Deutschland,1498396.0,48.747532,9.271729,Baden-Württemberg
Wipperfürth,Deutschland,1836383.0,51.105203,7.378528,Nordrhein-Westfalen
Köln,Deutschland,1019853.0,50.939492,6.946575,Nordrhein-Westfalen
Chemnitz,Deutschland,1374256.0,50.810894,12.787169,Sachsen
Verwaltungsgemeinschaft Künzelsau,Deutschland,1030177.0,49.260652,9.68142,Baden-Württemberg
Stuttgart,Deutschland,2298924.0,48.783065,9.188953,Baden-Württemberg
Hamburg,Deutschland,827676.0,53.543125,10.014896,Hamburg
Leipzig,Deutschland,90340.0,51.405,12.2974,Sachsen
Düsseldorf,Deutschland,1564416.0,51.232794,6.790734,Nordrhein-Westfalen
Lahntal,Deutschland,384586.0,50.865925,8.752355,Hessen
Oberstaufen,Deutschland,2338234.0,47.555622,10.021567,Bayern
Hagen,Deutschland,1394104.0,51.363152,7.462244,Nordrhein-Westfalen
Wissersheim,Deutschland,1558434.0,50.817998,6.698378,Nordrhein-Westfalen
Laaber (VGem),Deutschland,1376979.0,49.065398,11.885513,Bayern
Weener,Deutschland,1653615.0,53.158356,7.297309,Niedersachsen
Dornburg,Deutschland,494588.0,50.51214,8.03369,Hessen
Mietenkam,Deutschland,305968.0,47.78568,12.46567,Bayern
Verwaltungsgemeinschaft Wiesloch,Deutschland,2274867.0,49.305664,8.700737,Baden-Württemberg
Altziegenrück,Deutschland,2400191.0,49.490789,10.650988,Bayern
Gemeindeverwaltungsverband Marbach am Neckar,Deutschland,180602.0,48.919274,9.328631,Baden-Württemberg
Dresden,Deutschland,2288314.0,51.07965,13.76202,Sachsen
Kehl,Deutschland,385262.0,48.569033,7.813118,Baden-Württemberg
Paderborn,Deutschland,42610.0,51.731556,8.718395,Nordrhein-Westfalen
Bad Münder am Deister,Deutschland,1523654.0,52.196383,9.465471,Niedersachsen
Frankfurt am Main,Deutschland,1877131.0,50.117474,8.627562,Hessen
Bad Tölz,Deutschland,642082.0,47.763092,11.574945,Bayern
Elmshorn-Land,Deutschland,1887243.0,53.76655,9.627253,Schleswig-Holstein
Mainberg,Deutschland,274204.0,50.051337,10.303552,Bayern
Trostberg,Deutschland,1595740.0,48.03717,12.57237,Bayern
Emsdetten,Deutschland,69902.0,52.176621,7.528376,Nordrhein-Westfalen
Frankfurt (Oder),Deutschland,307516.0,52.34304,14.546118,Brandenburg
Saarburg-Kell,Deutschland,2315048.0,49.633864,6.506144,Rheinland-Pfalz
Fellbach,Deutschland,862950.0,48.80477,9.26889,Baden-Württemberg
Gemarkung Remscheid,Deutschland,1994609.0,51.179922,7.220927,Nordrhein-Westfalen
Saarbrücken,Deutschland,2495620.0,49.23638,6.99745,Saarland
,,1192472.0,1.0,1.0,
Berlin,Deutschland,2226281.0,52.463776,13.404522,Berlin
Trauchgau,Deutschland,590203.0,47.637932,10.817565,Bayern
Bispingen,Deutschland,141560.0,53.08204,9.99585,Niedersachsen
Füssen,Deutschland,489418.0,47.568542,10.6885,Bayern
Stadtgebiet Bremen,Deutschland,600589.0,53.074881,8.810771,Bremen
,,2303476.0,1.0,1.0,
Stammham,Deutschland,182478.0,48.837468,11.469151,Bayern
Furth (VGem),Deutschland,1845699.0,48.590736,12.024797,Bayern
Bernbeuren (VGem),Deutschland,487672.0,47.739993,10.778803,Bayern
Verwaltungsverband Flein-Talheim,Deutschland,416752.0,49.100639,9.191861,Baden-Württemberg
Dortmund,Deutschland,404394.0,51.579328,7.561873,Nordrhein-Westfalen
Radevormwald,Deutschland,739842.0,51.201897,7.361358,Nordrhein-Westfalen
Herne,Deutschland,1540325.0,51.5483,7.156,Nordrhein-Westfalen
Lieberose/Oberspreewald,Deutschland,1971556.0,51.928178,14.094725,Brandenburg
Leipzig,Deutschland,2395767.0,51.4065,12.2968,Sachsen
Kronenburg,Deutschland,1611815.0,50.3627,6.4772,Nordrhein-Westfalen
Hamburg,Deutschland,1672715.0,53.587465,10.036253,Hamburg
Tangermünde,Deutschland,1010041.0,52.5444,11.9752,Sachsen-Anhalt
Wilhelmshaven,Deutschland,2205592.0,53.512214,8.134543,Niedersachsen
Fritzlar,Deutschland,142100.0,51.120536,9.278533,Hessen
Germering,Deutschland,2245098.0,48.140111,11.359069,Bayern
Landau in der Pfalz,Deutschland,1265431.0,49.197388,8.090714,Rheinland-Pfalz
Dingolfing,Deutschland,1614460.0,48.640831,12.458908,Bayern
Homburg,Deutschland,424506.0,49.317966,7.332098,Saarland
Augsburg,Deutschland,846238.0,48.365736,10.892441,Bayern
Oldenburg,Deutschland,2218464.0,53.17135,8.229617,Niedersachsen
Berlin,Deutschland,398216.0,52.551832,13.388289,Berlin
Berlin,Deutschland,1429606.0,52.488678,13.419777,Berlin
Osnabrück,Deutschland,2170815.0,52.269933,8.106,Niedersachsen
Reutlingen,Deutschland,1263568.0,48.49769,9.1879,Baden-Württemberg
Dortmund,Deutschland,2508988.0,51.516576,7.457328,Nordrhein-Westfalen
Magdeburg,Deutschland,1557805.0,52.134086,11.619176,Sachsen-Anhalt
Ludwigshafen am Rhein,Deutschland,260602.0,49.504631,8.417583,Rheinland-Pfalz
Bremen,Deutschland,866560.0,53.063967,8.913808,Bremen
Ladenburg,Deutschland,1377743.0,49.47088,8.611717,Baden-Württemberg
Dippoldiswalde,Deutschland,549211.0,50.895903,13.669594,Sachsen
Wutach,Deutschland,2461402.0,47.746306,8.45,Baden-Württemberg
Drachselsried,Deutschland,1272380.0,49.098209,13.070439,Bayern
Zschopau,Deutschland,288278.0,50.748126,13.072703,Sachsen
Blieskastel,Deutschland,587956.0,49.233716,7.269778,Saarland
Hameln,Deutschland,1375234.0,52.08456,9.341442,Niedersachsen
Frankfurt am Main,Deutschland,312400.0,50.199934,8.708264,Hessen
Bruchköbel,Deutschland,881742.0,50.178557,8.918211,Hessen
Eichstätt,Deutschland,1291805.0,48.89651,11.17584,Bayern
Siegenburg (VGem),Deutschland,667489.0,48.729418,11.890031,Bayern
Hamburg,Deutschland,1576161.0,53.566659,9.992988,Hamburg
Hamm,Deutschland,261104.0,51.672913,7.796463,Nordrhein-Westfalen
Vechta,Deutschland,1462871.0,52.731937,8.264493,Niedersachsen
Wernigerode,Deutschland,2250941.0,51.85254,10.79018,Sachsen-Anhalt
Elsenfeld,Deutschland,1797744.0,49.839384,9.188311,Bayern
Landsberg am Lech,Deutschland,1093727.0,48.058604,10.848661,Bayern
Düsseldorf,Deutschland,2407250.0,51.227125,6.783475,Nordrhein-Westfalen
Vereinbarte Verwaltungsgemeinschaft der Stadt Bietigheim-Bissingen,Deutschland,1391139.0,48.921004,9.130343,Baden-Württemberg
Frankfurt am Main,Deutschland,1371586.0,50.162091,8.685589,Hessen
Düsseldorf,Deutschland,1914156.0,51.212321,6.757209,Nordrhein-Westfalen
Braunschweig,Deutschland,1199049.0,52.300547,10.51389,Niedersachsen
Pfaffing (VGem),Deutschland,810552.0,48.111858,12.110849,Bayern
Raubling,Deutschland,1893593.0,47.781568,12.10208,Bayern
Lübeck,Deutschland,1366751.0,53.84884,10.675065,Schleswig-Holstein
Harsewinkel,Deutschland,1836177.0,51.982032,8.162948,Nordrhein-Westfalen
Hochheim,Deutschland,2185494.0,50.013547,8.345563,Hessen
Gemeindeverwaltungsverband Heuberg,Deutschland,2317592.0,48.177242,8.783574,Baden-Württemberg
Niederaula,Deutschland,832539.0,50.799934,9.604415,Hessen
Berlin,Deutschland,411992.0,52.464084,13.404469,Berlin
Kamenz - Kamjenc,Deutschland,1970961.0,51.299269,14.091153,Sachsen
Köln,Deutschland,371318.0,50.982381,6.885594,Nordrhein-Westfalen
Blomberg,Deutschland,2222906.0,51.944566,9.097251,Nordrhein-Westfalen
Petershausen,Deutschland,699779.0,48.411533,11.468296,Bayern
Puderbach,Deutschland,489870.0,50.59353,7.60807,Rheinland-Pfalz
Lohr am Main,Deutschland,713456.0,49.977514,9.578525,Bayern
Pirmasens,Deutschland,1168071.0,49.187211,7.61183,Rheinland-Pfalz
Hatten,Deutschland,1225334.0,53.053032,8.251843,Niedersachsen
Ludwigsburg,Deutschland,2029406.0,48.894444,9.192177,Baden-Württemberg
Bremen,Deutschland,719301.0,53.192896,8.554884,Bremen
Landau in der Pfalz,Deutschland,678131.0,49.188213,8.131599,Rheinland-Pfalz
Marl,Deutschland,710308.0,51.663384,7.124257,Nordrhein-Westfalen
Sünching (VGem),Deutschland,1459264.0,48.880582,12.355565,Bayern
Reutlingen,Deutschland,517296.0,48.497308,9.187655,Baden-Württemberg
Römerberg-Dudenhofen,Deutschland,881020.0,49.315714,8.390427,Rheinland-Pfalz
Waldbronn,Deutschland,1486097.0,48.92112,8.474927,Baden-Württemberg
Gemeindeverwaltungsverband Winterlingen,Deutschland,1844215.0,48.171753,9.09431,Baden-Württemberg
Neheim,Deutschland,1218612.0,51.442591,7.949344,Nordrhein-Westfalen
Samtgemeinde Spelle,Deutschland,520316.0,52.358487,7.477036,Niedersachsen
Berlin,Deutschland,2264173.0,52.416267,13.315001,Berlin
Traunstein,Deutschland,1327463.0,47.880112,12.635529,Bayern
Wetzlar,Deutschland,1883192.0,50.5694,8.483485,Hessen
Weilerswist,Deutschland,1456486.0,50.749621,6.84944,Nordrhein-Westfalen
Stuttgart,Deutschland,2608922.0,48.770428,9.166538,Baden-Württemberg
Haßfurt,Deutschland,1373085.0,50.031468,10.541125,Bayern
Hohenstein,Deutschland,1998493.0,48.356968,9.329651,Baden-Württemberg
Stuttgart,Deutschland,634683.0,48.812101,9.165089,Baden-Württemberg
VVG der Stadt Emmendingen,Deutschland,23938.0,48.162036,7.794722,Baden-Württemberg
Nordhausen,Deutschland,1500795.0,51.489146,10.829408,Thüringen
Stöckig,Deutschland,519612.0,49.96995,11.61119,Bayern
Kleinostheim,Deutschland,2132994.0,49.99449,9.07008,Bayern
Kassel,Deutschland,1557773.0,51.308595,9.502278,Hessen
Leipzig,Deutschland,2349203.0,51.356722,12.437368,Sachsen
Essen,Deutschland,1691592.0,51.407246,7.02205,Nordrhein-Westfalen
Buxtehude,Deutschland,2603143.0,53.4784,9.69586,Niedersachsen
Berlin,Deutschland,1882647.0,52.544364,13.520168,Berlin
,,2312571.0,0.0,0.0,
Büttendorf,Deutschland,866186.0,52.275209,8.66961,Nordrhein-Westfalen
Ahlen,Deutschland,150910.0,51.76523,7.91151,Nordrhein-Westfalen
Ismaning,Deutschland,1494709.0,48.22804,11.67666,Bayern
Hamburg,Deutschland,1595180.0,53.559879,9.811179,Hamburg
Gaggenau,Deutschland,1537482.0,48.803673,8.318658,Baden-Württemberg
Frankfurt am Main,Deutschland,788469.0,50.19507,8.653132,Hessen
Ingelheim am Rhein,Deutschland,2133844.0,50.001754,8.133568,Rheinland-Pfalz
Darmstadt,Deutschland,1775122.0,49.865597,8.644835,Hessen
Königsbrunn,Deutschland,2028544.0,48.27142,10.88867,Bayern
Velbert,Deutschland,1261504.0,51.32111,7.062188,Nordrhein-Westfalen
Sankt Ingbert,Deutschland,1469227.0,49.28055,7.114354,Saarland
Elchingen,Deutschland,1405749.0,48.43473,10.08872,Bayern
Erfurt,Deutschland,822804.0,50.986886,11.040659,Thüringen
Olpe,Deutschland,1317585.0,51.042107,7.854999,Nordrhein-Westfalen
Nürnberg,Deutschland,1606059.0,49.488586,11.127264,Bayern
Stuttgart,Deutschland,1187423.0,48.726384,9.121607,Baden-Württemberg
Schwetzingen,Deutschland,2240456.0,49.407252,8.552851,Baden-Württemberg
Verwaltungsgemeinschaft Ettenheim,Deutschland,1773348.0,48.270314,7.725476,Baden-Württemberg
Weinberg,Deutschland,2250218.0,49.241,10.355907,Bayern
Bremerhaven,Deutschland,1487821.0,53.542475,8.590965,Bremen
Wolfsburg,Deutschland,491612.0,52.425946,10.768612,Niedersachsen
Sindelfingen,Deutschland,2203922.0,48.699356,9.00227,Baden-Württemberg
Ingolstadt,Deutschland,1271460.0,48.792624,11.40668,Bayern
Dortmund,Deutschland,742916.0,51.546122,7.460192,Nordrhein-Westfalen
Düsseldorf,Deutschland,1914148.0,51.164259,6.852584,Nordrhein-Westfalen
Hagen,Deutschland,838617.0,51.411443,7.498424,Nordrhein-Westfalen
Osnabrück,Deutschland,1713118.0,52.263785,8.08152,Niedersachsen
Saarbrücken,Deutschland,1672153.0,49.207642,6.967181,Saarland
Ergolding,Deutschland,1392835.0,48.560635,12.157788,Bayern
Hallenberg,Deutschland,305998.0,51.108264,8.644445,Nordrhein-Westfalen
Emden,Deutschland,688912.0,53.355985,7.194618,Niedersachsen
Neuss,Deutschland,1369158.0,51.189159,6.675398,Nordrhein-Westfalen
Langenweißbach,Deutschland,561439.0,50.721171,12.472239,Sachsen
Heek,Deutschland,1989805.0,52.12387,7.10246,Nordrhein-Westfalen
Landau in der Pfalz,Deutschland,1642091.0,49.21035,8.115056,Rheinland-Pfalz
Meiningen,Deutschland,1787981.0,50.615114,10.390007,Thüringen
Berlin,Deutschland,1525783.0,52.517177,13.432585,Berlin
Sundern,Deutschland,2121921.0,51.317981,8.009982,Nordrhein-Westfalen
Hamburg,Deutschland,1724558.0,53.570417,9.957755,Hamburg
Neubrunn,Deutschland,1798796.0,49.732873,9.67745,Bayern
Duisburg,Deutschland,493709.0,51.440111,6.782694,Nordrhein-Westfalen
Vereinbarte Verwaltungsgemeinschaft der Stadt Herrenberg,Deutschland,2260682.0,48.602006,8.869821,Baden-Württemberg
Burkersdorf,Deutschland,816387.0,50.18398,11.278821,Bayern
Bad Füssing,Deutschland,1197039.0,48.349452,13.327999,Bayern
Bielefeld,Deutschland,59152.0,52.033775,8.5597,Nordrhein-Westfalen
Haldensleben,Deutschland,859769.0,52.280536,11.432801,Sachsen-Anhalt
Peiting,Deutschland,279668.0,47.817488,10.93996,Bayern
Hildesheim,Deutschland,1497004.0,52.164839,9.968514,Niedersachsen
Landau in der Pfalz,Deutschland,1715070.0,49.200485,8.124062,Rheinland-Pfalz
Bückeburg,Deutschland,2440697.0,52.262927,9.052391,Niedersachsen
Stuttgart,Deutschland,16788.0,48.72453,9.1201,Baden-Württemberg
Peiting,Deutschland,1395458.0,47.818339,10.939329,Bayern
Bochum,Deutschland,1263494.0,51.493012,7.312643,Nordrhein-Westfalen
Hamburg,Deutschland,476818.0,53.568663,10.021996,Hamburg
Stuttgart,Deutschland,2419814.0,48.729525,9.108543,Baden-Württemberg
Weil am Rhein,Deutschland,1697098.0,47.59673,7.600849,Baden-Württemberg
Verwaltungsgemeinschaft Bad Saulgau,Deutschland,1396255.0,48.020953,9.488497,Baden-Württemberg
Magdeburg,Deutschland,1527454.0,52.175192,11.628959,Sachsen-Anhalt
Berlin,Deutschland,1190151.0,52.515427,13.329754,Berlin
Minden,Deutschland,1237475.0,52.299628,8.910349,Nordrhein-Westfalen
Verwaltungsgemeinschaft Bad Saulgau,Deutschland,2426405.0,48.020452,9.491689,Baden-Württemberg
Elmshorn,Deutschland,608367.0,53.745358,9.704482,Schleswig-Holstein
Schwedt/Oder,Deutschland,1723444.0,53.05555,14.289473,Brandenburg
Verwaltungsgemeinschaft Neuenbürg,Deutschland,1673538.0,48.849882,8.582162,Baden-Württemberg
VVG der Stadt Emmendingen,Deutschland,1197218.0,48.117134,7.848342,Baden-Württemberg
Berlin,Deutschland,1166295.0,52.490069,13.400281,Berlin
Mirow,Deutschland,173858.0,53.302156,12.811318,Mecklenburg-Vorpommern
Florstadt,Deutschland,2048392.0,50.31946,8.859594,Hessen
Waltrop,Deutschland,945.0,51.623477,7.389853,Nordrhein-Westfalen
Waging am See (VGem),Deutschland,2490217.0,47.935432,12.733369,Bayern
Weyarn,Deutschland,2061415.0,47.865481,11.790443,Bayern
Berlin,Deutschland,1135194.0,52.562119,13.457348,Berlin
Verwaltungsverband Schozach-Bottwartal,Deutschland,806528.0,49.079735,9.30871,Baden-Württemberg
Haan,Deutschland,715596.0,51.20206,7.034275,Nordrhein-Westfalen
Donauwörth,Deutschland,1512813.0,48.711764,10.774654,Bayern
Bremen,Deutschland,1991907.0,53.05122,8.73577,Bremen
